query_id,doc_id,score_hybrid,rank
3394,112208,0.636115521147227,2.0
3394,172703,0.13564322259956527,9.0
3394,87722,0.22141964982303364,5.0
3394,445971,0.9528487679598014,1.0
3394,345199,0.18260103817111717,6.0
3394,377429,0.15905631101001,8.0
3394,387277,0.3956897217874825,3.0
3394,133093,0.32570161630249383,4.0
3394,418150,0.005483345622351317,10.0
3394,539263,0.1781786186961452,7.0
5505,100387,1.0,1.0
5505,141738,0.23456014816352364,5.0
5505,278824,0.19114853696281064,6.0
5505,70488,0.37857015930025534,2.0
5505,349160,0.27730648642655736,4.0
5505,478457,0.09238292730635908,8.0
5505,200338,0.16045742900564802,7.0
5505,408327,0.019048382481657845,9.0
5505,442142,0.31974939113865686,3.0
5505,593085,0.0,10.0
6792,558617,0.9730993274414342,1.0
6792,400841,0.7546287807474295,5.0
6792,29306,0.5277215279427605,7.0
6792,136825,0.8405864406797093,3.0
6792,259081,0.6370737486011722,6.0
6792,40447,0.2780162589624493,9.0
6792,480515,0.758193401165371,4.0
6792,156467,0.9099868297093908,2.0
6792,545434,0.00960496471262491,10.0
6792,585447,0.38070240460368904,8.0
6909,452175,0.6390862613134055,5.0
6909,13260,0.36263662451208445,8.0
6909,435963,0.7010187373341624,3.0
6909,375019,0.6875347514272134,4.0
6909,266900,0.3824019229830387,7.0
6909,464502,0.1643131314659655,9.0
6909,214003,0.007527558240677025,10.0
6909,79357,0.9061666337098195,1.0
6909,535697,0.7136501960170902,2.0
6909,330041,0.38845948919520873,6.0
4946,121690,1.0,1.0
4946,156816,0.6348306005931806,2.0
4946,79357,0.46255051489592985,7.0
4946,9938,0.6092823551240337,3.0
4946,350680,0.5439896048001116,5.0
4946,28119,0.23115162820073645,8.0
4946,343489,0.5131493767571159,6.0
4946,100485,0.6080678848634005,4.0
4946,88105,0.20193982289247245,9.0
4946,496935,0.0,10.0
4125,283079,0.6952590002836887,5.0
4125,232199,0.7190837863852091,4.0
4125,363591,0.6349787384522322,6.0
4125,452987,0.10205297769991636,9.0
4125,571362,0.6031642137655963,7.0
4125,292769,0.029793221592657293,10.0
4125,340044,0.805856726272974,2.0
4125,103593,0.7814194561524407,3.0
4125,276400,0.9003230635457327,1.0
4125,7632,0.11405489160791105,8.0
6009,62151,0.38334100607279475,6.0
6009,175831,0.5142369794505945,5.0
6009,303325,0.6571725907614011,3.0
6009,228983,0.9564933988664427,1.0
6009,158717,0.6549759234494383,4.0
6009,472585,0.01941486245617627,9.0
6009,178684,0.025153563518089436,8.0
6009,442048,0.8498034718559062,2.0
6009,125298,0.007019256905102378,10.0
6009,99857,0.3064214405604026,7.0
9598,528034,1.0,1.0
9598,379311,0.7069442952024126,4.0
9598,322826,0.46673325614643413,7.0
9598,136270,0.02652474244821204,10.0
9598,574327,0.9173253996468714,2.0
9598,112208,0.5068372019583622,6.0
9598,17923,0.4144066472320308,8.0
9598,172703,0.2545839897298867,9.0
9598,297290,0.7714754705372404,3.0
9598,383978,0.5273431937933339,5.0
10645,22221,1.0,1.0
10645,340131,0.7281499708048733,4.0
10645,441176,0.9287882702493903,2.0
10645,183349,0.33852665648439534,9.0
10645,102684,0.7034385414100345,6.0
10645,248799,0.7238780930806734,5.0
10645,317354,0.3510619023325604,8.0
10645,293679,0.8559132494042117,3.0
10645,415340,0.4435768824764806,7.0
10645,487791,0.0,10.0
7441,125659,0.63355502044967,4.0
7441,192900,0.8075074805059684,3.0
7441,537418,0.5523355195842099,6.0
7441,231781,0.9093823952364599,2.0
7441,117576,0.9403153786098332,1.0
7441,404339,0.11730381539311016,9.0
7441,329662,0.5697374199136666,5.0
7441,504996,0.2734018498941175,8.0
7441,336018,0.36709147090739347,7.0
7441,180733,0.0,10.0
5080,305901,0.6059105083362921,6.0
5080,553304,0.5245877547075645,8.0
5080,392434,0.968499086021615,1.0
5080,514512,0.6983001575023947,5.0
5080,67063,0.797437072758285,4.0
5080,488334,0.8308472914561226,2.0
5080,356928,0.8278394225900091,3.0
5080,271026,0.01834092252940627,10.0
5080,88912,0.1976671066115561,9.0
5080,167950,0.5323056073759074,7.0
9329,326991,1.0,1.0
9329,385574,0.4722620754586104,4.0
9329,340210,0.4228591852904928,5.0
9329,394924,0.6752384497481833,3.0
9329,265098,0.260943913846636,8.0
9329,586018,0.7597925501176289,2.0
9329,179103,0.3565801004568125,6.0
9329,192900,0.30474217833069517,7.0
9329,209493,0.22014381296299831,9.0
9329,209065,0.0,10.0
6479,404339,1.0,1.0
6479,272008,0.7297546003146487,2.0
6479,536120,0.3214158296750343,6.0
6479,9938,0.11060529272342964,9.0
6479,453839,0.11193151231182523,8.0
6479,104793,0.006692505383828715,10.0
6479,257656,0.544072616678182,3.0
6479,491969,0.4220594675368772,5.0
6479,114439,0.12937854777212476,7.0
6479,340210,0.5147564039590247,4.0
8513,175821,1.0,1.0
8513,69790,0.6195230200724279,2.0
8513,167950,0.5568733764253593,3.0
8513,183612,0.026140707444538103,10.0
8513,449039,0.21835173903522512,9.0
8513,267113,0.4215424237079607,5.0
8513,167896,0.3962553685084457,6.0
8513,417840,0.3300596811182473,8.0
8513,232712,0.5099942120840684,4.0
8513,87667,0.344091132082594,7.0
10109,93231,0.9523428171575207,2.0
10109,28314,0.9930871107644328,1.0
10109,535317,0.5018395041252459,4.0
10109,395357,0.3696325431276657,6.0
10109,124630,0.11491551663395659,8.0
10109,244749,0.037752077898841115,9.0
10109,305467,0.01538406460171049,10.0
10109,116420,0.488212981545902,5.0
10109,474384,0.581875930975214,3.0
10109,105818,0.1856944698483814,7.0
4844,275257,1.0,1.0
4844,367137,0.6122778051042642,4.0
4844,192193,0.692618466978765,2.0
4844,111033,0.5199109093139556,5.0
4844,235522,0.6658350503877004,3.0
4844,549741,0.21243264772173875,8.0
4844,140088,0.47875507387537813,6.0
4844,386423,0.005104495113077326,10.0
4844,144177,0.43169583032345205,7.0
4844,409432,0.018715406211669793,9.0
8544,214003,1.0,1.0
8544,37517,0.08886709354437225,8.0
8544,336541,0.606462656123356,4.0
8544,75437,0.4561068931403188,5.0
8544,13260,0.4093787569192273,6.0
8544,100103,0.7019405903403771,2.0
8544,416307,0.23924113698274707,7.0
8544,12432,0.03916660951172547,10.0
8544,561884,0.6550715209143045,3.0
8544,111768,0.0705844546317352,9.0
4823,561929,1.0,1.0
4823,362919,0.7860412687955439,2.0
4823,340131,0.32560861618530285,9.0
4823,104726,0.7142023605029769,3.0
4823,11572,0.5365111214271838,7.0
4823,7094,0.6532869320576739,4.0
4823,2860,0.3750242637403315,8.0
4823,459423,0.5723156945820439,6.0
4823,252716,0.615887682451426,5.0
4823,271118,0.0,10.0
1085,366597,0.6735414842304405,2.0
1085,405702,0.9895269455386849,1.0
1085,485195,0.27681222928594357,6.0
1085,374334,0.316040606462346,5.0
1085,108302,0.26613990591526554,7.0
1085,581889,0.006710756876279306,10.0
1085,94586,0.12593058686120062,9.0
1085,184175,0.501349356511166,4.0
1085,401125,0.5581074841616127,3.0
1085,315275,0.24546769500213503,8.0
2388,104988,1.0,1.0
2388,300287,0.42800980278941675,4.0
2388,13657,0.32155199103139936,7.0
2388,123733,0.024079845242179945,10.0
2388,459423,0.5398592267928067,2.0
2388,565698,0.355772557533008,6.0
2388,423403,0.4779475430166276,3.0
2388,157702,0.2833527920262758,8.0
2388,141320,0.4069841626511776,5.0
2388,429978,0.156106721498399,9.0
6891,474351,1.0,1.0
6891,492506,0.5311628294810762,3.0
6891,504497,0.1668918566307091,8.0
6891,558924,0.6538360328840795,2.0
6891,264095,0.41846759727492994,6.0
6891,381757,0.36139306053558523,7.0
6891,323363,0.5297357266192805,4.0
6891,579543,0.12581180452143031,9.0
6891,143425,0.5180803062310166,5.0
6891,73434,0.0,10.0
2568,346042,1.0,1.0
2568,164702,0.2847325350138214,7.0
2568,170141,0.5166961495807665,4.0
2568,13975,0.25025004744324836,8.0
2568,544654,0.4101766721426574,5.0
2568,130209,0.5363920467588272,3.0
2568,428150,0.025744664589771524,9.0
2568,269898,0.7600223107478173,2.0
2568,368802,0.30262991105446313,6.0
2568,213370,0.0010478650794095924,10.0
7702,558924,0.9052946218705628,2.0
7702,133093,0.8915945511394429,3.0
7702,387277,0.9636519070309082,1.0
7702,592636,0.03990905750988555,10.0
7702,214542,0.45543795838674717,4.0
7702,192193,0.28341278051128665,7.0
7702,108721,0.3088118951654416,6.0
7702,140088,0.44485258406459177,5.0
7702,367137,0.2566517588158112,8.0
7702,259317,0.047496084819161906,9.0
2376,91545,0.9971473214979746,1.0
2376,402249,0.8280159417865387,6.0
2376,244961,0.7254539138049152,8.0
2376,114417,0.8434711146894758,5.0
2376,549833,0.9044604009938062,3.0
2376,324411,0.9508059618820182,2.0
2376,407455,0.8255256808234616,7.0
2376,64263,0.8920765507745311,4.0
2376,582521,0.4925366577218321,9.0
2376,44110,0.0,10.0
4339,386531,1.0,1.0
4339,488615,0.7727433407882853,2.0
4339,16392,0.4471393859329112,4.0
4339,242076,0.25605505166768316,8.0
4339,240645,0.2623058539521829,7.0
4339,473540,0.49433641997466216,3.0
4339,260328,0.3937264403348357,5.0
4339,455398,0.008461775894235194,10.0
4339,242294,0.3129049024587905,6.0
4339,103256,0.02474886419174107,9.0
5427,387854,0.6589859858081927,6.0
5427,580709,0.8201372231491388,3.0
5427,55666,0.7318078336028846,5.0
5427,200338,0.03626122100773653,10.0
5427,597467,0.8547396273760203,2.0
5427,142876,0.7721430306657383,4.0
5427,522358,0.16112861806772832,9.0
5427,273084,0.4990225253289372,8.0
5427,200603,0.9007475591470492,1.0
5427,549759,0.6042066054870584,7.0
7734,226070,1.0,1.0
7734,96013,0.6556236281105944,2.0
7734,87667,0.4983933887395197,4.0
7734,94591,0.35840259431601446,8.0
7734,10703,0.40036486213060557,6.0
7734,150544,0.015536182661037921,10.0
7734,421371,0.4294549031243718,5.0
7734,232712,0.3687074731638977,7.0
7734,247486,0.08774318294721609,9.0
7734,433905,0.5111339864393265,3.0
2486,487791,1.0,1.0
2486,58937,0.7194028360943662,2.0
2486,388575,0.37715229841455183,7.0
2486,101604,0.5702386678708135,5.0
2486,216327,0.1615540483825335,9.0
2486,250702,0.5995374282765558,4.0
2486,357914,0.46590902738552664,6.0
2486,234436,0.6115269318569246,3.0
2486,518563,0.0010135520052331575,10.0
2486,130021,0.3682766800181016,8.0
7071,238629,0.6624769666187177,3.0
7071,99857,0.23279167177612978,8.0
7071,178684,0.7160268372183842,2.0
7071,14543,0.37961491335326447,6.0
7071,588384,0.027702076759606627,10.0
7071,246221,0.5322651095416576,4.0
7071,403899,0.07381354403132472,9.0
7071,434812,0.9041834735885784,1.0
7071,319793,0.4885033182995041,5.0
7071,378173,0.35841224974689756,7.0
8537,511093,0.9595970702903107,2.0
8537,416307,0.9717298744382189,1.0
8537,572842,0.07037287931230662,10.0
8537,281707,0.2557401784994794,7.0
8537,374020,0.5721121121796219,5.0
8537,96467,0.4852656228433651,6.0
8537,557356,0.6280497994220653,4.0
8537,472516,0.9139889499197752,3.0
8537,472014,0.13609467983846185,9.0
8537,501384,0.20632820134512453,8.0
7178,70096,0.40918531071244,3.0
7178,401329,0.9449581950095761,1.0
7178,420851,0.4748685107476403,2.0
7178,518563,0.10494768353213682,8.0
7178,58851,0.008131578148548294,10.0
7178,474384,0.34520362612133604,4.0
7178,88892,0.19365702365862897,6.0
7178,193312,0.14968996479906435,7.0
7178,484055,0.013973998093827935,9.0
7178,554568,0.24318333830567923,5.0
4777,2860,1.0,1.0
4777,409535,0.9436747788019335,2.0
4777,228983,0.2111268527105153,7.0
4777,429378,0.3025873211256189,4.0
4777,407455,0.1726064648643435,8.0
4777,167896,0.8311857508874309,3.0
4777,525231,0.2670554636602659,5.0
4777,570155,0.23570666369396498,6.0
4777,413041,0.005885190905992224,10.0
4777,164008,0.15128139739271934,9.0
2398,168922,0.1,10.0
2398,96538,0.9244198367642125,2.0
2398,443246,0.4049064673565822,7.0
2398,490443,0.9404201565160029,1.0
2398,527698,0.7063624103525941,3.0
2398,548465,0.6170367611626236,4.0
2398,107092,0.41724307908353275,5.0
2398,505959,0.39490291707089775,8.0
2398,403515,0.2949828818462095,9.0
2398,342212,0.4091031930990689,6.0
849,557186,1.0,1.0
849,528564,0.5562717605754237,6.0
849,232199,0.7027312423084744,4.0
849,183612,0.707795403011856,3.0
849,234436,0.26661418382822477,8.0
849,366830,0.6296409789094586,5.0
849,24890,0.24865245887200377,9.0
849,327263,0.4419310818377304,7.0
849,454810,0.002647937668156917,10.0
849,273947,0.7538814165724477,2.0
7534,175821,1.0,1.0
7534,301224,0.52819226003279,2.0
7534,498378,0.17577505955376693,6.0
7534,46099,0.08491730751649759,8.0
7534,147765,0.033057843963738426,9.0
7534,89714,0.5195870799853383,3.0
7534,51046,0.37590345531327923,4.0
7534,211839,0.0016601575247855449,10.0
7534,255491,0.22723419554947927,5.0
7534,169062,0.17210222838903055,7.0
5021,226070,0.6361941831804817,3.0
5021,423034,0.9643269510430728,1.0
5021,588607,0.20833238065389986,7.0
5021,79357,0.8860885011999285,2.0
5021,494939,0.4923787202224499,5.0
5021,3118,0.11337540702009499,9.0
5021,339640,0.5149436319701378,4.0
5021,289813,0.0062679537276810905,10.0
5021,481308,0.18337125661209874,8.0
5021,136825,0.29698213665119844,6.0
6131,326094,0.799760677514365,3.0
6131,334111,0.8183142694959149,2.0
6131,44223,0.3139067173530972,6.0
6131,258465,0.6730856482828518,4.0
6131,123733,0.03085411338347758,10.0
6131,368806,0.9173194774261045,1.0
6131,315275,0.06986208379871324,9.0
6131,470024,0.5693235111530485,5.0
6131,483441,0.15473069483023905,7.0
6131,169699,0.07276947771427825,8.0
10136,152316,0.8178139549103312,2.0
10136,32744,0.5872313986110791,4.0
10136,290930,0.9816886100668141,1.0
10136,277179,0.46181440203254015,6.0
10136,18509,0.221774001664806,9.0
10136,198349,0.5080577875270186,5.0
10136,302792,0.29639929768427364,7.0
10136,507284,0.27181162873731896,8.0
10136,280204,0.6066495441266383,3.0
10136,144177,0.0,10.0
9548,423658,0.994130486759182,1.0
9548,523810,0.8579646713735714,4.0
9548,297290,0.961811447608538,2.0
9548,231227,0.9073313134563625,3.0
9548,61022,0.04498886449906159,10.0
9548,72160,0.39520373272791576,7.0
9548,539263,0.4066563630433341,6.0
9548,32811,0.17231861905472634,9.0
9548,583203,0.3907693949555137,8.0
9548,482544,0.5174608912655518,5.0
4942,314898,1.0,1.0
4942,433490,0.768957847470023,2.0
4942,295864,0.30638820026780383,6.0
4942,70853,0.05518059973456823,10.0
4942,420556,0.18757491259116327,8.0
4942,94689,0.4590773413262369,4.0
4942,486333,0.3141086788905655,5.0
4942,62966,0.46361095635665667,3.0
4942,55999,0.27393281819100884,7.0
4942,539263,0.0690477017355187,9.0
5090,572272,0.426246094754671,3.0
5090,12988,0.9787936661014842,1.0
5090,270856,0.341425618903364,5.0
5090,468777,0.04772699435242164,10.0
5090,507544,0.3165195642202273,7.0
5090,551423,0.11723466109296976,9.0
5090,149500,0.3199588779844461,6.0
5090,247721,0.26054542767438005,8.0
5090,169688,0.37070780507560636,4.0
5090,414534,0.4986263934151367,2.0
6005,149500,1.0,1.0
6005,507544,0.6767704685606849,3.0
6005,572272,0.6853923636661116,2.0
6005,551423,0.2546063360315788,6.0
6005,140947,0.009943860163260666,10.0
6005,30311,0.20736323220996394,8.0
6005,176498,0.6255003408882945,4.0
6005,414288,0.5006646485469505,5.0
6005,515060,0.14657154942803427,9.0
6005,377223,0.23199370435873953,7.0
7533,162668,1.0,1.0
7533,461084,0.6127634647857214,7.0
7533,438680,0.7381969161473118,4.0
7533,284411,0.8323302575738774,2.0
7533,167356,0.7039954241044092,6.0
7533,257016,0.377994115898093,9.0
7533,201495,0.7216559002284959,5.0
7533,213435,0.7890867028185298,3.0
7533,167950,0.005821811135169737,10.0
7533,407654,0.3781861523433331,8.0
8034,284075,0.235635028155834,8.0
8034,327978,0.7500005550400834,2.0
8034,415340,0.14380852037872616,9.0
8034,307999,0.33374824828471017,5.0
8034,292991,0.035469624206919854,10.0
8034,198764,0.3747924476939069,4.0
8034,13153,0.2714774332666188,7.0
8034,22221,0.3116696540108469,6.0
8034,213435,0.397531558645523,3.0
8034,579557,0.9,1.0
2330,478514,1.0,1.0
2330,260014,0.027181317764683844,10.0
2330,370334,0.6533888251097127,2.0
2330,345895,0.43966445438599683,3.0
2330,156873,0.11840925847716019,8.0
2330,572272,0.17267731646029597,7.0
2330,488334,0.3375604724993916,6.0
2330,94586,0.4154695229293381,4.0
2330,167684,0.4013798030616242,5.0
2330,9656,0.07601530423592538,9.0
7803,62151,1.0,1.0
7803,572205,0.7445904852713989,3.0
7803,327127,0.5045253698479768,8.0
7803,216065,0.6330329541115738,5.0
7803,214003,0.5195412913536264,7.0
7803,100103,0.5815122104772731,6.0
7803,336541,0.7838484855194606,2.0
7803,324037,0.07926499068367635,9.0
7803,583651,0.0023928388763618455,10.0
7803,12432,0.6648924299649395,4.0
1933,183612,1.0,1.0
1933,446984,0.610326083497737,2.0
1933,141738,0.22198513602049572,9.0
1933,352640,0.3350617561504027,7.0
1933,445298,0.47130252073256984,4.0
1933,413041,0.00494789460739899,10.0
1933,466718,0.3319756694429404,8.0
1933,234436,0.39650552942563283,5.0
1933,264554,0.5346133453036347,3.0
1933,134794,0.3365534442132532,6.0
6849,44601,1.0,1.0
6849,59714,0.5164814847897614,5.0
6849,78675,0.7201423993812526,3.0
6849,578427,0.6337569648170466,4.0
6849,172703,0.1476027903522106,8.0
6849,79998,0.38752060255916826,6.0
6849,112208,0.1373788339534261,9.0
6849,418150,0.7807424778971654,2.0
6849,328086,0.0024251168867505794,10.0
6849,61962,0.34590371815261645,7.0
7448,418150,1.0,1.0
7448,100485,0.3454873469301389,5.0
7448,273861,0.012487524591352005,10.0
7448,112208,0.38572229030268085,4.0
7448,377429,0.22885942583148267,7.0
7448,387277,0.19654669455626025,8.0
7448,307095,0.31556761496185315,6.0
7448,133093,0.44319372411830327,3.0
7448,44601,0.6273520321445156,2.0
7448,172703,0.11917927458211117,9.0
42,283079,0.9862529792334597,1.0
42,278824,0.5534573884801052,6.0
42,528564,0.7399619531622113,4.0
42,327002,0.8373065776401716,3.0
42,141738,0.08408083072976336,9.0
42,124630,0.019659975499294394,10.0
42,366830,0.6918434270041616,5.0
42,467509,0.18141236181009449,8.0
42,536849,0.9095721428218848,2.0
42,583956,0.37556042060602957,7.0
4102,125940,0.1,10.0
4102,293320,0.37306319832827695,5.0
4102,572340,0.654740696865959,3.0
4102,554734,0.9695929841914749,1.0
4102,275925,0.3359700807753251,6.0
4102,327978,0.7653426727106619,2.0
4102,326142,0.6351364835163914,4.0
4102,460457,0.233363717271855,7.0
4102,356987,0.16032074814921243,9.0
4102,324779,0.18725305641736545,8.0
7269,474351,0.3419040627562253,5.0
7269,588607,0.45014827699253795,3.0
7269,72402,0.1907229238850263,7.0
7269,226070,0.3023868847194839,6.0
7269,301580,0.01696840223904047,10.0
7269,486696,0.9106575414326612,1.0
7269,386173,0.01748498014770758,9.0
7269,392894,0.40475802520425963,4.0
7269,129319,0.568032828892962,2.0
7269,90294,0.10326179871506075,8.0
10975,363591,0.7073450152573255,5.0
10975,17166,0.9619587402311975,1.0
10975,72160,0.94847041325457,2.0
10975,545759,0.25408460306459296,8.0
10975,384564,0.02680927306586278,9.0
10975,482544,0.7405151454256531,4.0
10975,528522,0.6222464274408119,6.0
10975,61022,0.013819751900563452,10.0
10975,452870,0.886548006152021,3.0
10975,341493,0.42829619181564965,7.0
715,93936,0.15944080794863025,9.0
715,232262,0.4056439829881518,7.0
715,377223,0.6611168395085294,4.0
715,590489,0.8361261844590815,2.0
715,560872,0.9173152081844422,1.0
715,127316,0.554162651959432,5.0
715,273925,0.751970472559376,3.0
715,524752,0.18891580176695877,8.0
715,212028,0.0021721791600423216,10.0
715,167896,0.4786382504313613,6.0
4037,557186,0.8330192829100382,2.0
4037,408327,0.485000221984731,3.0
4037,81483,0.05490125062397359,9.0
4037,264554,0.40219225013550003,4.0
4037,70488,0.23525011946008303,8.0
4037,73427,0.24279837568327278,7.0
4037,141738,0.005980248466292453,10.0
4037,327002,0.27462697067027697,5.0
4037,298099,0.900484665437729,1.0
4037,278824,0.24291021636307303,6.0
4047,159836,0.3929926722785372,7.0
4047,538352,0.9763148352088045,1.0
4047,124230,0.5986736557028356,3.0
4047,457294,0.426810320429406,6.0
4047,227423,0.7727462392986046,2.0
4047,488258,0.27575969132922096,9.0
4047,186453,0.5811313405298121,4.0
4047,560872,0.3182568181312042,8.0
4047,304477,0.0019489178378791093,10.0
4047,472585,0.5036116897030367,5.0
8072,31465,0.599385700613236,5.0
8072,127452,0.8392206251145953,2.0
8072,164008,0.5924041909892996,6.0
